name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:en,alt_name:vi,amenity,amenity_1,architect,architect:wikidata,area,barrier,beds,branch,brand,brand:contact:twitter,brand:wikidata,building,building:levels,building:material,building:part,building:prefabricated,camera:mount,camera:type,capacity,check_date,check_date:opening_hours,club,community_centre,community_centre:for,construction,contact:facebook,contact:instagram,contact:linkedin,contact:twitter,contact:website,contact:youtube,craft,cuisine,dance:style,dance:teaching,denomination,description,disused:amenity,disused:shop,disused:sport,disused:tourism,disused:website,drinking_water,ele,emergency,fax,fixme,gnis:feature_id,government,hackerspace,healthcare,healthcare:speciality,height,heritage,heritage:operator,hist_name,historic,historic:amenity,historic:name,image,indoor,internet_access,landuse,layer,leed,leisure,level,lgbtq,loc_name,man_made,min_age,name:am,name:en,name:es,name:etymology,name:etymology:wikidata,name:ko,name:signed,name:vi,name:vi-Hani,name:zh,not:amenity,note,office,official_name,old:operator,old_name,old_name:es,opening_hours,opening_hours:covid19,opening_hours:signed,operational_status,operator,operator:short,operator:type,operator:website,operator:wikidata,owner,owner:wikidata,paloalto_ca:id,payment:cash,payment:contactless,payment:credit_cards,payment:discover_card,payment:mastercard,payment:visa,pet,pets,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,redwood_city_ca:bldg_id,ref,ref:nrhp,religion,residential,roof:levels,roof:orientation,roof:shape,scents,second_hand,service:bicycle:repair,service_times,shelter,shelter_type,shop,short_name,short_name:en,short_name:vi,smoking,social_facility,social_facility:for,social_facility:for_1,social_facility_1,source,source:addr,source:url,sport,start_date,strapline,surveillance,surveillance:type,surveillance:zone,survey:date,theatre:genre,toilets,tourism,training,type,was:addr:housenumber,was:addr:street,was:addr:unit,was:amenity,was:name,washing_machine,website:calendar,website:menu,wheelchair,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:neighbourhood,addr:postcode,addr:state,addr:street,addr:unit
Stiles Hall,,alameda,,social_community,,,,,,,,37.868355,-122.2610852,9906770644,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County Social Services Agency,,alameda,,social_community,,,,,,,https://www.alamedacountysocialservices.org/contact-us/offices/livermore,37.70182,-121.809556,9943989735,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livermore,US,,,,2499,,94551,CA,Constitution Drive,
Samaritan Neighborhood Center,,alameda,,social_community,,,,,,,https://www.sncoakland.org/,37.8113679,-122.2699065,10025904329,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sullivan Community Space,,alameda,,social_community,,,,,,,,37.8073999,-122.2997618,10159162465,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Project Open Hand,,alameda,,social_community,,,,,,,https://www.openhand.org/,37.8094147,-122.2731281,10288955933,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,1921,,,CA,San Pablo Avenue,
East Bay Community Space,,alameda,,social_community,,,,,,,,37.840148,-122.2622994,10547827797,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,2023-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,,,,55th Street,
East Bay Korean-American Senior Services Center,,alameda,,social_community,,,,+1 510-250-9493,,,,37.8072518,-122.27033,10573708461,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2023-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Bay Korean-American Senior Services Center,,,,사단법인 이스트베이 한미노인봉사회,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,1723,,,,Telegraph Avenue,
STRIDES of Alameda County,,alameda,,social_community,,,,,,,https://www.telecarecorp.com/strides/,37.805381,-122.2654395,10726483832,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telecare Corp.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hope Center,,alameda,,social_community,,,,,,,,37.872715,-122.2698002,10769907290,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley Food & Housing Project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,,,,,2012,,94704,CA,Berkeley Way,
Museum of Children's Arts MOCHA,,alameda,,social_community,,,,,,,https://www.mocha.org/,37.8037013,-122.2724438,10795912693,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda County WIC Services North Oakland,,alameda,,social_community,,,,,,,,37.8248952,-122.2654055,10891957349,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Wellness Center,,alameda,,social_community,,,,+1 510 809 3004,,,https://bonitahouse.org/berkeley-wellness-center/,37.8718231,-122.2727,10974935690,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bonita House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,,,,,1909,,94704,CA,University Avenue,
Monte Vista Villas,,alameda,,social_community,,,,,,,,37.7787334,-122.1636979,11015328422,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Pantry,,alameda,,social_community,,,,,,,,37.7783027,-122.1828466,11191734206,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,food_bank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aron Art Center,,alameda,,social_community,,,,,,,,37.7829379,-122.1814086,11504296396,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Youth Spirit Artworks: Tiny House Empowerment Village,,alameda,,social_community,,,,,,,,37.7478803,-122.1975513,11819805603,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Youth Spirit Artworks,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shelter,homeless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,633,,94621,CA,Hegenberger Road,C
Mama Jean's Create Hub,,alameda,,social_community,,,,,,,,37.8056898,-122.2958632,11836798773,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2024-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outreach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Henry Robinson Center,,alameda,,social_community,,,,,,,https://www.bayareacs.org/,37.8065879,-122.2729835,11895219510,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bay Area Community Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hālau Makana Polynesian Cultural Arts Center,,alameda,,social_community,,,,+1-415-652-2629,,,https://www.halaumakana.com/,37.7747131,-122.2647574,12086640975,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hula,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dance,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hālau Makana Polynesian Cultural Arts Center, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alameda,,,,,1122,,94501,CA,Lincoln Avenue,
Girls Inc.,,alameda,,social_community,,,,,,,https://girlsincislandcity.org/,37.7709562,-122.2552935,12100018495,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Girls Inc.,,private_non_profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alameda,,,,,1724,,94501,CA,Santa Clara Avenue,
Alameda Healthcare & Wellness Center,,alameda,,social_community,,,,+1-510-523-8857,,,https://www.alamedahc.com/,37.7585828,-122.2551871,12332038712,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,Alameda,,,,,403,,94501,CA,Willow Street,
Mandela Family Resource Center,,alameda,,social_community,,,,,,,,37.804917,-122.2923862,12372418130,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2024-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lincoln Families,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1340,,,,7th Street,
La Familia,,alameda,,social_community,,,,,,,,37.786593,-122.2212792,12413982697,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Bay Queer Arts Center,,alameda,,social_community,,,,,,,https://www.queerartscenter.com/,37.8113496,-122.2429429,12638870090,node,,,The East Bay LGBTQ+ Healing Arts Center,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Posh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oakland,,,,,3411,,,,Lakeshore Avenue,
Berkeley Herbal Center,,alameda,,social_community,,,,,,,https://www.berkeleyherbalcenter.org/,37.8681381,-122.2867815,12731790897,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,2025-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,,,,Addison Street,G
Elite Community Center,,alameda,,social_community,,,,,,,,37.5140952,-121.9519244,12737334963,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43528,,,,Fremont Boulevard,
Youth Spirit Artworks,,alameda,,social_community,,,,,,,https://youthspiritartworks.org/,37.848503,-122.2723747,12799032755,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,,,,,1740,,94703,CA,Alcatraz Avenue,
Berkeley Youth Alternatives,,alameda,,social_community,,,,,,,https://www.byaonline.org,37.8671997,-122.2865926,12843328371,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,youth_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkeley,,,,,1255,,,CA,Allston Way,
Eritrean Community Cultural Civic Center,,alameda,,social_community,,,,,,,,37.8145718,-122.2806567,12876524915,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Ivy,,alameda,,social_community,,,,,,,,37.8635028,-122.2697261,12965468149,node,,,,,,social_facility,,,,,,,,,,,,,,,,,,,2025-06-30,,,,,,,,,,,,,,,,,"""Assisted Living, Memory Care""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ivy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,,,,Milvia Street,
Jagannath,,alameda,,social_community,,,,,,,,37.577592,-121.9814567,13111042134,node,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,cultural_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fremont,,,,,37266,,,CA,Niles Boulevard,
East Bay Center for the Performing Arts,,contra_costa,,social_community,,,,,,,,,,4073477,relation,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1701480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Richmond,US,,,,1000,,,CA,,
The Kensington at Walnut Creek,,contra_costa,,social_community,,,,,,,https://www.kiscoseniorliving.com/senior-living/ca/walnut-creek/the-kensington/,,,7062716,relation,,,,,,social_facility,,,,,,,,,,,yes,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,Walnut Creek,,,,,1580,,94597,CA,Geary Road,
Westmont of Brentwood,,contra_costa,,social_community,,,,,,,,,,10055990,relation,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,group_home,senior,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,
Orinda Civic Center,,contra_costa,,social_community,,,,,,,,37.88328,-122.1880692,31424293,way,,,,,,community_centre,,,,,,,,,,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orinda,US,,,,28,,94563,CA,Orinda Way,
Diamond Terrace,,contra_costa,,social_community,,,,,,,,37.9420812,-121.9321498,31457930,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,assisted_living,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gardens at Heather Farm,,contra_costa,,social_community,,,,+1-925-947-1678,,,https://gardenshf.org/,37.9183647,-122.0445143,112113127,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walnut Creek,,,,,1540,,,,Marchbanks Drive,
Civic Park Community Center,,contra_costa,,social_community,,,,,,,,37.9018786,-122.059896,131837314,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Ramon Community Center,,contra_costa,,social_community,,,,,,,,37.7666642,-121.9537274,230180239,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Ramon,,,,,12501,,94583,CA,Alcosta Boulevard,
Brookdale San Ramon,,contra_costa,,social_community,,,,,,,,37.7766161,-121.9967739,230405687,way,,,,,,social_facility,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nursing_home,senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18888,,,,Bollinger Canyon Road,
Danville Station HOA,,contra_costa,,social_community,,,,,,,,37.7987979,-121.9770471,231415491,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenbrook Homes Association,,contra_costa,,social_community,,,,,,,,37.7965369,-121.9753371,231786469,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Greenbrook Townhomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danville,,,,,300,,94526,CA,Greenbrook Drive,
Oak Hill Park Community Center,,contra_costa,,social_community,,,,,,,,37.8444277,-121.9859261,232097407,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Town of Danville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danville,,,,,3005,,94526,CA,Stone Valley Road,
Dougherty Station Community Center,,contra_costa,,social_community,,,,,,,,37.7532064,-121.9102848,233693948,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SR Recreation Department,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Ramon,,,,,17011,,94582,CA,Bollinger Canyon Road,
Danville Ranch House,,contra_costa,,social_community,,,,,,,,37.790323,-121.9843933,234509750,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,,,,Ridgeland Circle,
,,contra_costa,,social_community,,,,,,,,37.9664034,-121.7738802,270279264,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,contra_costa,,social_community,,,,,,,,37.9664659,-121.7746902,270279265,way,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Cerrito Community Center,,contra_costa,,social_community,,,,,recreation@ci.el-cerrito.ca.us,,http://el-cerrito.org/140/recreation,37.9145246,-122.3027631,294857289,way,,,,,,community_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,ElCerritoREC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Cerrito,US,,,,7007,,94530,CA,Moeser Lane,
Richmond Art Center,,contra_costa,,social_community,,,,,,,,37.9372727,-122.3442536,368167298,node,,,,,,arts_centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,1701608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
Booker T Anderson Community Center,,contra_costa,,social_community,,,,,,,,37.9184535,-122.3266371,368172708,node,,,,,,community_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1701482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,East Shore Community Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS Geonames,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA,,
,,contra_costa,,social_community,,,,,,,,37.8662352,-122.1256384,423658375,way,,,,,,arts_centre,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
