name,Collaborated,query_county,city,query_purpose,person_with_relationship,org_contact,org_contact_title,phone,email,contact:email,website,latitude,longitude,osm_id,osm_type,access,air_conditioning,alt_name,alt_name:etymology,amenity,architect,area,atm,bar,barrier,branch,building,building:colour,building:levels,building:material,building:name,building:part,capacity,charge:conditional,check_date,check_date:opening_hours,church:type,cocktails,colour,comedy,comment,contact:facebook,contact:flickr,contact:instagram,contact:linkedin,contact:mastodon,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,covered,cuisine,denomination,description,description:en,description:es,description:fr,description:hi,description:ja,description:ja-Hira,description:ja-Latn,description:ko,description:ru,description:zh,description:zh-Hans,description:zh-Hant,disused:amenity,disused:cuisine,disused:self_service,disused:shop,disused:website,ele,elev,email_1,established,fax,fee,fixme,food,gnis:feature_id,height,heritage,heritage:operator,heritage:website,historic,image,indoor,internet_access,landuse,layer,leisure,level,level:ref,lgbtq,lit,live_music,loc_name,location,man_made,mapillary,massgis:cat,min_age,min_height,name:en,name:es,name:etymology,name:etymology:wikidata,name:fr,name:hi,name:ja,name:ja-Hira,name:ja-Latn,name:ko,name:ru,name:signed,name:zh,name:zh-Hans,name:zh-Hant,note,nrhp:criteria,nrhp:inscription_date,office,official_name,old_name,old_name:1912-1954,old_name:etymology,old_name:etymology:wikidata,opening_date,opening_hours,opening_hours:signed,opening_hours:url,operator,operator:type,operator:wikidata,outdoor_seating,owner,owner:wikidata,ownership,paloalto_ca:id,parking,protection_title,recreation_ground,redwood_city_ca:addr_id,redwood_city_ca:bld_gid,ref,ref:nrhp,religion,reservation,roof:colour,roof:height,roof:levels,roof:material,roof:shape,room,room_type,safety:mask:covid19,seating,shop,short_name,smoking,source,source_ref,sport,start_date,strapline,strapline:es,surface,survey:date,theatre,theatre:genre,theatre:type,toilets:wheelchair,tourism,training,type,was:alt_name,was:amenity,was:capacity,was:cuisine,was:name,was:office,was:shop,was:sport,was:tourism,was:website,was:wikidata,website:calendar,website:map,website:menu,website:tickets,wheelchair,wholesale,wikidata,wikimedia_commons,wikipedia,addr:city,addr:country,addr:county,addr:floor,addr:full,addr:housename,addr:housenumber,addr:postcode,addr:state,addr:street,addr:unit
Eclectic Box,,san_francisco,,events,,,,,,,https://www.eclecticboxsf.com/,37.7657002,-122.4221387,10554070515,node,,,,,theatre,,,,,,,,,,,,,,,2025-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,446,,,Valencia Street,
Ferry Plaza Farmers Market,,san_francisco,,events,,,,,,,https://foodwise.org/markets/ferry-plaza-farmers-market/,37.7952753,-122.3923704,10651024023,node,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tu 10:00-14:00; Th 10:00-14:00; Sa 08:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutiny Radio.fm,,san_francisco,,events,,,,,,,,37.7574269,-122.4103878,10656060972,node,,,,,theatre,,,,,,,,,,,,,,,2023-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781,,,21st Street,
F8,,san_francisco,,events,,,,,,,http://www.feightsf.com/,37.7752814,-122.4099546,10861603640,node,,,,,nightclub,,,,,,,,,,,,,,,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192,,,Folsom Street,
The New Farm,,san_francisco,,events,,,,,,,https://www.thenewfarmsf.org/,37.7407433,-122.3769863,10932624003,node,,,,,events_venue,,,,,,,,,,,,,,,2023-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Green City Project,ngo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,Cargo Way,
The Lost Church,,san_francisco,,events,,,,,,,https://thelostchurch.org/,37.8034232,-122.4143732,11001104751,node,,,,,theatre,,,,,,,,,,,,,,,2023-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988,,,Columbus Avenue,
Orpheum Theatre,,san_francisco,,events,,,,,,,,37.7791619,-122.4147347,11100318800,node,,,,,theatre,,,,,,,,,,,,,,,2025-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q7103971,,,,,,,,,1192,94102,,Market Street,
The Howard,,san_francisco,,events,,,,,,,https://www.thehowardsf.com/,37.7854689,-122.39964,11265820888,node,,,,,events_venue,,,,,,,,,,,,,,,2023-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661,,,Howard Street,
Mellow Mercado,,san_francisco,,events,,,,,,,,37.7921582,-122.4015253,11269658286,node,,,,,marketplace,,,,,,,,,,,,,,,2023-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pop-up multi-vendor marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,,Pine Street,
The Battery,,san_francisco,,events,,,,,,,,37.7979342,-122.4011367,11305693980,node,,,,,events_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,717,94111,CA,Battery Street,
Dawn Club,,san_francisco,,events,,,,,,,,37.7877967,-122.4026826,11328214993,node,,,,,nightclub,,,,,,,,,,,,,,,2023-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Henderson Lab,,san_francisco,,events,,,,,,,,37.7765336,-122.4214196,11386390892,node,,,,,theatre,,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFJAZZ Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smartwater Stage,,san_francisco,,events,,,,,,,,37.8107969,-122.4107159,11390824776,node,,,,,theatre,,,,,,,,,,,,,,,2023-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CounterPulse,,san_francisco,,events,,,,,,,,37.7833739,-122.4104095,11535347491,node,,,,,theatre,,,,,,,,,,,,,,,2024-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,Turk Street,
The Hibernia,,san_francisco,,events,,,,,,,,37.7814099,-122.4124396,11702137858,node,,,,,events_venue,,,,,,,,,,,,,,,2025-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cutting Ball Theater,,san_francisco,,events,,,,,,,https://cuttingball.com/,37.784722,-122.4112289,11704719855,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,,Taylor Street,
Shelton Theater,,san_francisco,,events,,,,,,,https://www.sheltontheater.org/,37.7889168,-122.4090967,11725217803,node,,,,,theatre,,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533,,,Sutter Street,
élan,,san_francisco,,events,,,,,,,,37.7824073,-122.4035348,11777326268,node,,,,,events_venue,,,,,,,,,,,,,,,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,,,Howard Street,
Folsom Street Foundry,,san_francisco,,events,,,,,,,,37.7723978,-122.4130688,11777394322,node,,,,,events_venue,,,,,,,,,,,,,,,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1425,,,Folsom Street,
Endgames Improv,,san_francisco,,events,,,,,,,,37.7496795,-122.4180318,11806415048,node,,,,,theatre,,,,,,,,,,,,,,,2024-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2965,,,Mission Street,
John A. and Cynthia Fry Gunn Theater,,san_francisco,,events,,,,,,,,37.7843604,-122.5010214,12957765950,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Westside Art House,,san_francisco,,events,,,,,,,,37.7773543,-122.4647369,13293833298,node,,,,,theatre,,,,,,,,,,,,,,,2025-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
Belmont Farmer's Market,,san_mateo,,events,,,,,,,,37.5188392,-122.273503,99584438,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Su 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guild,,san_mateo,,events,,,,,,,https://guildtheatre.com/,37.4524954,-122.1811019,111762120,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q44871235,,,Menlo Park,,,,,,949,94025,CA,El Camino Real,
Redwood City Woman's Club,,san_mateo,,events,,,,,,,http://www.rwcwc.com/,37.4864436,-122.2394987,240420022,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19006,6105,,,,,,,,,,,,,,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,,149,,,Clinton Street,
Horse Barn Theater,,san_mateo,,events,,,,,,,,37.1187361,-122.307037,252930573,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastal Repertory Theatre,,san_mateo,,events,,,,,,,https://coastalrep.com/,37.4522778,-122.4292648,377083157,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Half Moon Bay,US,,,,,1167,94019,CA,Main Street,
La Honda Winery,,san_mateo,,events,,,,+1 650 366 4104,,,https://lahondawinery.com/,37.4815016,-122.2092404,384000908,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,,2645,,,Fair Oaks Avenue,
Menlo Atherton Performing Arts Center,,san_mateo,,events,,,,,,,,37.4607435,-122.1750593,384180696,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirooz Market,,san_mateo,,events,,,,,,,https://www.piroozmarket.com/,37.5529492,-122.3151412,387057317,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Mateo,,,,,,1614,94402,CA,El Camino Real,
South San Francisco Conference Center,,san_mateo,,events,,,,,,,,37.6477295,-122.4047161,389832197,way,,,,,events_venue,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South San Francisco,,,,,,255,94080,CA,South Airport Boulevard,
,,san_mateo,,events,,,,,,,,37.7015545,-122.4197288,390538661,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,san_mateo,,events,,,,,,,,37.4980716,-122.2598981,492405258,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rothrock Performance Hall / Performing Arts Center,,san_mateo,,events,,,,,,,,37.376265,-122.214037,560820557,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campfire Center,,san_mateo,,events,,,,,,,,37.2112106,-122.3303491,807183846,node,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performing Arts Center,,san_mateo,,events,,,,,,,,37.4536665,-122.1923373,819175248,way,,,,,theatre,,,,,,,yes,,,,,,,,2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,san_mateo,,events,,,,,,,,37.2513547,-122.2160559,837208685,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,san_mateo,,events,,,,,,,,37.5616367,-122.3222896,972459970,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,open_air,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giliad,,san_mateo,,events,,,,,,,,37.568622,-122.2794911,1086809769,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Golden Gate Produce Market,,san_mateo,,events,,,,+1 650 583 4886,,,https://www.goldengateproducemarket.com/,37.6428837,-122.409878,1120003077,way,,,,,marketplace,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sa-Th 22:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South San Francisco,,,,,,131,94080,,Terminal Court,
Woodside School Amphitheiter,,san_mateo,,events,,,,,,,,37.4259276,-122.2582427,1221659496,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,san_mateo,,events,,,,,,,,37.2739682,-122.2927191,1300313649,way,,,,,theatre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amphi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maya,,san_mateo,,events,,,,,,,,37.4869168,-122.2229517,1350903723,node,,,,,nightclub,,,,,,,,,,,,,,,2025-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6532,,,,,,,,,,,,,,,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Redwood City,,,,,,1776,,,Broadway,
Carlmont Performing Arts Center,,san_mateo,,events,,,,,,,,37.5063827,-122.2905068,1411985021,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlmont Studio Theater,,san_mateo,,events,,,,,,,,37.5059932,-122.2904402,1411985025,way,,,,,theatre,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlingame Fresh Market,,san_mateo,,events,,,,,,,https://burlingamechamber.org/burlingame-events/burlingame-fresh-market/,37.5784669,-122.3469414,1415929166,way,,,,,marketplace,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Street closed for cars during opening hours,,,,,,,,,,Su 09:00-13:00,,,Burlingame Chamber of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menlo Park Farmers Market,,san_mateo,,events,,,,+1 831-688-8316,,,https://www.localharvest.org/menlo-park-farmers-market-M3662,37.4508012,-122.184289,1598674116,node,,,,,marketplace,,,,,,,,,,,,,,,2019–06–30,,,,,,,https://www.facebook.com/MenloParkFarmersMarket/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Su 09:00-13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94025,,,
Fox Theatre,,san_mateo,,events,,,,+1 650 369 7770,,,https://foxrwc.com/,37.4863508,-122.2296235,1669602733,node,,,,,theatre,,,,,,,,,,,,,,,2025-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6636,,,,,,,,,,,,,,,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,Q5477001,,,Redwood City,,,,,,2215,94063,,Broadway,
Club Fox,,san_mateo,,events,,,,+1 650 369 7770,,,https://www.clubfoxrwc.com/,37.486354,-122.2294965,1726929774,node,,,,,nightclub,,,,,,,,,,,,,,,2025-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6637,,,,,,,,,,,,,,,,,,"City of Redwood City, CA 1013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,Redwood City,,,,,,2209,94063,,Broadway,
